昆;descendants, elder brother, insect;;コン;1
紺;dark blue, navy, bleu marine;;コン;1
魂;soul, spirit, âme;たましい, たま;コン;1
佐;assistant, help, assistant;;サ;1
唆;tempt, seduce, instigate;そそ.る, そそのか.す;サ;1
嵯;steep, craggy, rugged;;サ, シ;1
沙;sand, arena, gravilla;すな, よなげる;サ, シャ;1
瑳;polish, brilliant white luster of a gem, artful smile;みが.く;サ;1
詐;lie, falsehood, deceive;いつわ.る;サ;1
鎖;chain, irons, connection;くさり, とざ.す;サ;1
裟;Buddhist surplice, sobrepelliz de monjes budistas;;サ, シャ;1
債;bond, loan, debt;;サイ;1
催;sponsor, hold (a meeting), give (a dinner);もよう.す, もよお.す;サイ;1
哉;how, what, alas;かな, や;サイ;1
宰;superintend, manager, rule;;サイ;1
彩;coloring, paint, makeup;いろど.る;サイ;1
栽;plantation, planting, plantation;;サイ;1
災;disaster, calamity, woe;わざわ.い;サイ;1
采;dice, form, appearance;と.る, いろどり;サイ;1
砕;smash, break, crush;くだ.く, くだ.ける;サイ;1
斎;purification, Buddhist food, room;とき, つつし.む, ものいみ;サイ;1
裁;tailor, judge, decision;た.つ, さば.く;サイ;1
載;ride, board, get on;の.せる, の.る;サイ;1
剤;dose, medicine, drug;かる, けず.る;ザイ, スイ, セイ;1
冴;be clear, serene, cold;さ.える, こお.る, ひ.える;ゴ, コ;1
崎;promontory, cape, spit;さき, さい, みさき;キ;1
削;plane, sharpen, whittle;けず.る, はつ.る, そ.ぐ;サク;1
搾;squeeze, presser, apretón;しぼ.る;サク;1
朔;conjunction (astronomy), first day of month, north;ついたち;サク;1
策;scheme, plan, policy;;サク;1
索;cord, rope, searching;;サク;1
錯;confused, mix, be in disorder;;サク, シャク;1
桜;cherry, cerisier du Japon, cerezo;さくら;オウ, ヨウ;1
笹;bamboo grass, (kokuji), pousse de bambou;ささ;;1
撮;snapshot, take pictures, photographier;と.る, つま.む, -ど.り;サツ;1
擦;grate, rub, scratch;す.る, す.れる, -ず.れ;サツ;1
皐;swamp, shore, pantano;さつき;コウ;1
傘;umbrella, parapluie, paraguas;かさ;サン;1
惨;wretched, disaster, cruelty;みじ.め, いた.む, むご.い;サン, ザン;1
桟;scaffold, cleat, frame;かけはし;サン, セン;1
燦;brilliant, brillante;さん.たる, あき.らか, きらめ.く;サン;1
蚕;silkworm, ver à soie, gusano de seda;かいこ, こ;サン, テン;1
酸;acid, bitterness, sour;す.い;サン;1
暫;temporarily, a while, moment;しばら.く;ザン;1
嗣;heir, succeed, héritier;;シ;1
士;gentleman, samurai, samurai radical (no. 33);さむらい;シ;1
姿;figure, form, shape;すがた;シ;1
施;give, bestow, perform;ほどこ.す;シ, セ;1
旨;delicious, relish, show a liking for;むね, うま.い;シ;1
氏;family name, surname, clan;うじ, -うじ;シ;1
祉;welfare, happiness, bien-être;;シ;1
紫;purple, violet, violet;むらさき;シ;1
肢;limb, arms & legs, membre;;シ;1
至;climax, arrive, proceed;いた.る;シ;1
視;inspection, regard as, see;み.る;シ;1
詩;poem, poetry, poème;うた;シ;1
諮;consult with, consulter, consulta;はか.る;シ;1
賜;grant, gift, boon;たまわ.る, たま.う, たも.う;シ;1
雌;feminine, female, femelle;め-, めす, めん;シ;1
飼;domesticate, raise, keep;か.う;シ;1
侍;waiter, samurai, wait upon;さむらい, はべ.る;ジ, シ;1
慈;mercy, miséricorde, pitié;いつく.しむ;ジ;1
滋;nourishing, more & more, be luxuriant;;ジ;1
爾;you, thou, second person;なんじ, しかり, その;ジ, ニ;1
璽;emperor's seal, sceau impérial, sello imperial;;ジ;1
磁;magnet, porcelain, aimant;;ジ;1
蒔;sow (seeds), sembrar, esparcir (semillas);う.える, まく;シ, ジ;1
汐;eventide, tide, salt water;しお, うしお, せい;セキ;1
鹿;deer, cerf, venado;しか, か;ロク;1
軸;axis, pivot, stem;;ジク;1
執;tenacious, take hold, grasp;と.る;シツ, シュウ;1
漆;lacquer, varnish, seven;うるし;シツ;1
疾;rapidly, rapide, maladie;はや.い;シツ;1
偲;recollect, remember, évoquer le souvenir;しの.ぶ;サイ, シ;1
芝;turf, lawn, pelouse;しば;シ;1
舎;cottage, inn, hut;やど.る;シャ, セキ;1
射;shoot, shine into, onto;い.る, さ.す, う.つ;シャ;1
赦;pardon, forgiveness, pardon;;シャ;1
斜;diagonal, slanting, oblique;なな.め, はす;シャ;1
煮;boil, cook, mijoter;に.る, -に, に.える;シャ;1
紗;gauze, gossamer, gasa;うすぎぬ;サ, シャ;1
謝;apologize, thank, refuse;あやま.る;シャ;1
遮;intercept, interrupt, obstruct;さえぎ.る;シャ;1
蛇;snake, serpent, hard drinker;へび;ジャ, ダ, イ;1
邪;wicked, injustice, wrong;よこし.ま;ジャ;1
勺;ladle, one tenth of a go, dip;;シャク;1
尺;shaku, Japanese foot, measure;;シャク;1
爵;baron, peerage, court rank;;シャク;1
酌;bar-tending, serving sake, the host;く.む;シャク;1
釈;explanation, explication, justification;とく, す.てる, ゆる.す;シャク, セキ;1
寂;loneliness, quietly, mellow;さび, さび.しい, さび.れる;ジャク, セキ;1
朱;vermilion, cinnabar, scarlet;あけ;シュ;1
殊;particularly, especially, exceptionally;こと;シュ;1
狩;hunt, raid, gather;か.る, か.り, -が.り;シュ;1
珠;pearl, gem, jewel;たま;シュ;1
趣;purport, gist, elegance;おもむき, おもむ.く;シュ;1
儒;Confucian, confucéen, confucionismo;;ジュ;1
寿;longevity, congratulations, one's natural life;ことぶき, ことぶ.く, ことほ.ぐ;ジュ, ス, シュウ;1
樹;timber, trees, wood;き;ジュ;1
需;demand, request, need;;ジュ;1
囚;captured, criminal, arrest;とら.われる;シュウ;1
宗;religion, sect, denomination;むね;シュウ, ソウ;1
就;concerning, settle, take position;つ.く, つ.ける;シュウ, ジュ;1
愁;distress, grieve, lament;うれ.える, うれ.い;シュウ;1
洲;continent, sandbar, island;しま;シュウ, ス;1
秀;excel, excellence, beauty;ひい.でる;シュウ;1
臭;stinking, ill-smelling, suspicious looking;くさ.い, -くさ.い, にお.う;シュウ;1
衆;masses, great numbers, multitude;おお.い;シュウ, シュ;1
襲;attack, advance on, succeed to;おそ.う, かさ.ね;シュウ;1
酬;repay, reward, retribution;むく.いる;シュウ, シュ, トウ;1
醜;ugly, unclean, shame;みにく.い, しこ;シュウ;1
充;allot, fill, attribuer;あ.てる, み.たす;ジュウ;1
従;accompany, obey, submit to;したが.う, したが.える, より;ジュウ, ショウ, ジュ;1
汁;soup, juice, broth;しる, -しる, つゆ;ジュウ;1
